COVID-19: summary of cases associated with primary and secondary schools,,,,,,,,,,,,,,,,,,,
"Data from September 6, 2020 to May 22, 2021 as of May 28, 2021",,,,,,,,,,,,,,,,,,,
Data in this report are provisional and subject to change.,,,,,,,,,,,,,,,,,,,
,,,,Previous Week (May 16 - May 22),,,,,,,,,,Cumulative (Sep 6 - May 22),,,,,
FRANCES K. SWEET ELEMENTARY SCHOOL,St. Lucie,1,1,0,0,0,,0,1,,0,18,14,2,0,2,12,4,2
GOLDEN MINDS LEARNING CENTER INC.,St. Lucie,0,0,0,0,0,,0,0,,0,1,0,0,0,1,1,0,0
HERITAGE CHRISTIAN ACADEMY,St. Lucie,0,0,0,0,0,,0,0,,0,5,5,0,0,0,5,0,0
I AM ACADEMY,St. Lucie,0,0,0,0,0,,0,0,,0,3,2,0,0,1,3,0,0
INDEPENDENCE CLASSICAL ACADEMY,St. Lucie,0,0,0,0,0,,0,0,,0,22,20,1,0,1,16,5,1
IVY LEAGUE ACADEMY,St. Lucie,0,0,0,0,0,,0,0,,0,4,3,0,0,1,4,0,0
J E S MEMORIAL SDA SCHOOL,St. Lucie,0,0,0,0,0,,0,0,,0,1,1,0,0,0,0,1,0
JOHN CARROLL HIGH SCHOOL,St. Lucie,0,0,0,0,0,,0,0,,0,30,27,0,1,2,25,4,1
LAKEWOOD PARK ELEMENTARY SCHOOL,St. Lucie,1,1,0,0,0,,0,1,,0,14,6,0,0,8,9,4,1
LAWNWOOD ELEMENTARY SCHOOL,St. Lucie,0,0,0,0,0,,0,0,,0,14,9,1,0,4,9,5,0
LIBERTY BAPTIST ACADEMY,St. Lucie,0,0,0,0,0,,0,0,,0,18,15,1,0,2,13,5,0
LINCOLN PARK ACADEMY,St. Lucie,1,0,0,0,1,,0,1,,0,71,59,3,2,7,51,16,4
LOVING CARE YOUNG ACHIEVERS CLUB,St. Lucie,0,0,0,0,0,,0,0,,0,5,5,0,0,0,2,1,2
LWP,St. Lucie,0,0,0,0,0,,0,0,,0,1,0,0,0,1,0,1,0
MANATEE ACADEMY K-8,St. Lucie,0,0,0,0,0,,0,0,,0,29,23,0,1,5,21,7,1
MARIPOSA ELEMENTARY,St. Lucie,0,0,0,0,0,,0,0,,0,1,0,0,0,1,1,0,0
MARIPOSA ELEMENTARY SCHOOL,St. Lucie,1,1,0,0,0,,1,0,,0,17,12,1,0,4,8,7,2
COVID-19: summary of cases associated with primary and secondary schools,,,,,,,,,,,,,,,,,,,
"Data from September 6, 2020 to May 22, 2021 as of May 28, 2021",,,,,,,,,,,,,,,,,,,
Data in this report are provisional and subject to change.,,,,,,,,,,,,,,,,,,,
,,,,Previous Week (May 16 - May 22),,,,,,,,,,Cumulative (Sep 6 - May 22),,,,,
,,"Total
cases",,Role,,,,Symptoms,,,,"Total
cases",,Role,,,,Symptoms,
School,County,,Students,Teachers,Staff,Unknown,,Yes,No,,Unknown,,Students,Teachers,Staff,Unknown,Yes,No,Unknown
MORNINGSIDE ACADEMY,St. Lucie,0,0,0,0,0,,0,0,,0,21,15,2,1,3,13,6,2
MORNINGSIDE ELEMENTARY SCHOOL,St. Lucie,1,0,0,0,1,,0,1,,0,31,23,0,0,8,19,12,0
NORTHPORT K-8 SCHOOL,St. Lucie,2,2,0,0,0,,0,2,,0,31,23,2,1,5,22,8,1
OAK HAMMOCK K-8 SCHOOL,St. Lucie,0,0,0,0,0,,0,0,,0,1,0,0,0,1,1,0,0
OAK HAMMOCK K-8 SCHOOL,St. Lucie,0,0,0,0,0,,0,0,,0,43,31,0,1,11,29,10,4
OPEN ARMS OF FORT PIERCE INC,St. Lucie,0,0,0,0,0,,0,0,,0,3,3,0,0,0,2,1,0
ORANGE AVENUE BAPTIST SCHOOL,St. Lucie,0,0,0,0,0,,0,0,,0,2,1,0,1,0,2,0,0
PARKWAY ELEMENTARY SCHOOL,St. Lucie,0,0,0,0,0,,0,0,,0,12,6,0,2,4,9,2,1
PERFORMANCE BASED PREPARATORY ACADEMY,St. Lucie,0,0,0,0,0,,0,0,,0,2,1,0,0,1,1,1,0
PORT ST. LUCIE HIGH SCHOOL,St. Lucie,1,1,0,0,0,,1,0,,0,80,59,6,1,14,63,11,6
RENAISSANCE CHARTER SCHOOL AT TRADITION,St. Lucie,0,0,0,0,0,,0,0,,0,45,32,5,0,8,29,14,2
RENAISSANCE CHARTER SCHOOL OF ST. LUCIE,St. Lucie,3,3,0,0,0,,2,1,,0,51,40,2,1,8,35,12,4
RIVERS EDGE ELEMENTARY SCHOOL,St. Lucie,0,0,0,0,0,,0,0,,0,11,6,0,1,4,7,1,3
SAINT ANASTASIA CATHOLIC SCHOOL,St. Lucie,1,0,0,0,1,,1,0,,0,26,21,1,0,4,23,3,0
SAMUEL S. GAINES ACADEMY OF EMERGING TECHNOLOGIES,St. Lucie,1,1,0,0,0,,0,0,,1,35,17,2,1,15,25,7,3
SAVANNA RIDGE ELEMENTARY SCHOOL,St. Lucie,0,0,0,0,0,,0,0,,0,19,12,3,0,4,17,1,1
SLWK8,St. Lucie,0,0,0,0,0,,0,0,,0,1,0,0,0,1,1,0,0
SOMERSET ACADEMY BETHANY,St. Lucie,0,0,0,0,0,,0,0,,0,8,7,0,1,0,2,4,2
SOMERSET ACADEMY ST. LUCIE,St. Lucie,0,0,0,0,0,,0,0,,0,28,19,1,3,5,18,9,1
SOMERSET COLLEGE PREPARATORY ACADEMY,St. Lucie,0,0,0,0,0,,0,0,,0,27,24,0,0,3,18,7,2
SOUTHERN OAKS MIDDLE SCHOOL,St. Lucie,0,0,0,0,0,,0,0,,0,26,24,0,0,2,21,4,1
SOUTHPORT MIDDLE SCHOOL,St. Lucie,0,0,0,0,0,,0,0,,0,25,17,2,1,5,20,4,1
ST. ANDREW'S EPISCOPAL ACADEMY,St. Lucie,0,0,0,0,0,,0,0,,0,3,1,0,0,2,3,0,0
ST. LUCIE DISTRICT OFFICE,St. Lucie,0,0,0,0,0,,0,0,,0,2,0,0,0,2,2,0,0
ST. LUCIE ELEMENTARY SCHOOL,St. Lucie,0,0,0,0,0,,0,0,,0,15,9,1,0,5,8,6,1
ST. LUCIE WEST CENTENNIAL HIGH,St. Lucie,1,1,0,0,0,,1,0,,0,139,118,2,1,18,94,34,11
ST. LUCIE WEST CENTENNIAL WEST HIGH SCHOOL,St. Lucie,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
ST. LUCIE WEST K-8 SCHOOL,St. Lucie,1,1,0,0,0,,1,0,,0,39,28,1,3,7,25,14,0
SUN GROVE MONTESSORI SCHOOL,St. Lucie,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
SUNLIGHT CHRISTIAN ACADEMY,St. Lucie,0,0,0,0,0,,0,0,,0,15,10,1,2,2,12,3,0
SUNRISE ACADEMY OF EXCELLENCE,St. Lucie,0,0,0,0,0,,0,0,,0,2,0,1,0,1,2,0,0
THE PURE ACADEMY,St. Lucie,1,1,0,0,0,,0,1,,0,3,3,0,0,0,1,2,0
TREASURE COAST HIGH SCHOOL,St. Lucie,1,1,0,0,0,,0,1,,0,144,124,1,2,17,101,28,15
VILLAGE GREEN ENVIRONMENTAL STUDIES SCHOOL,St. Lucie,0,0,0,0,0,,0,0,,0,13,10,1,0,2,10,3,0
WEATHERBEE ELEMENTARY SCHOOL,St. Lucie,0,0,0,0,0,,0,0,,0,16,9,0,1,6,15,1,0
WEST GATE K-8 SCHOOL,St. Lucie,1,1,0,0,0,,1,0,,0,37,30,2,0,5,26,9,2
WHITE CITY ELEMENTARY SCHOOL,St. Lucie,0,0,0,0,0,,0,0,,0,24,20,2,0,2,15,7,2
WINDMILL POINT ELEMENTARY SCHOOL,St. Lucie,1,1,0,0,0,,1,0,,0,19,11,2,2,4,17,1,1
WOODLANDS MONTESSORI SCHOOL NORTH,St. Lucie,0,0,0,0,0,,0,0,,0,4,3,0,0,1,3,1,0
ZOE LIVE CREATIVE ARTS ACADEMY INC,St. Lucie,0,0,0,0,0,,0,0,,0,2,1,0,0,1,2,0,0
BETTER LIFE ACADEMY - SUMTER,Sumter,0,0,0,0,0,,0,0,,0,2,2,0,0,0,1,1,0
BUSHNELL ELEMENTARY SCHOOL,Sumter,0,0,0,0,0,,0,0,,0,31,20,3,1,7,26,3,2
LAKE PANASOFFKEE ELEMENTARY SCHOOL,Sumter,0,0,0,0,0,,0,0,,0,14,9,2,0,3,10,4,0
MARANATHA CHRISTIAN ACADEMY,Sumter,0,0,0,0,0,,0,0,,0,2,2,0,0,0,2,0,0
SOUTH SUMTER HIGH SCHOOL,Sumter,1,1,0,0,0,,1,0,,0,93,80,0,6,7,80,8,5
COVID-19: summary of cases associated with primary and secondary schools,,,,,,,,,,,,,,,,,,,
"Data from September 6, 2020 to May 22, 2021 as of May 28, 2021",,,,,,,,,,,,,,,,,,,
Data in this report are provisional and subject to change.,,,,,,,,,,,,,,,,,,,
,,,,Previous Week (May 16 - May 22),,,,,,,,,,Cumulative (Sep 6 - May 22),,,,,
,,"Total
cases",,Role,,,,Symptoms,,,,"Total
cases",,Role,,,,Symptoms,
School,County,,Students,Teachers,Staff,Unknown,,Yes,No,,Unknown,,Students,Teachers,Staff,Unknown,Yes,No,Unknown
SOUTH SUMTER MIDDLE SCHOOL,Sumter,0,0,0,0,0,,0,0,,0,34,29,1,1,3,32,2,0
SUMTER DISTRICT OFFICE,Sumter,0,0,0,0,0,,0,0,,0,3,0,0,3,0,3,0,0
SUMTER PREP ACADEMY,Sumter,0,0,0,0,0,,0,0,,0,3,1,0,0,2,3,0,0
VILLAGES CHARTER SCHOOL,Sumter,1,1,0,0,0,,0,1,,0,53,47,2,1,3,41,8,4
WEBSTER ELEMENTARY SCHOOL,Sumter,1,1,0,0,0,,0,1,,0,17,14,1,0,2,12,4,1
WILDWOOD ELEMENTARY SCHOOL,Sumter,0,0,0,0,0,,0,0,,0,21,15,0,1,5,14,6,1
WILDWOOD MIDDLE/ HIGH SCHOOL,Sumter,0,0,0,0,0,,0,0,,0,31,26,3,0,2,23,5,3
BRANFORD ELEMENTARY SCHOOL,Suwannee,0,0,0,0,0,,0,0,,0,19,10,0,1,8,12,7,0
BRANFORD HIGH SCHOOL,Suwannee,0,0,0,0,0,,0,0,,0,1,0,0,0,1,1,0,0
BRANFORD HIGH SCHOOL,Suwannee,1,1,0,0,0,,1,0,,0,45,35,0,1,9,42,3,0
HOLY CROSS CHRISTIAN ACADEMY INC.,Suwannee,0,0,0,0,0,,0,0,,0,1,0,1,0,0,1,0,0
MELODY CHRISTIAN ACADEMY,Suwannee,0,0,0,0,0,,0,0,,0,10,7,1,0,2,5,5,0
NEW GENERATION CHRISTIAN LIVE OAK,Suwannee,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
RIVEROAK TECHNICAL COLLEGE,Suwannee,0,0,0,0,0,,0,0,,0,9,5,1,0,3,7,2,0
SUWANNEE DISTRICT OFFICE,Suwannee,0,0,0,0,0,,0,0,,0,5,0,0,2,3,2,3,0
SUWANNEE HIGH SCHOOL,Suwannee,0,0,0,0,0,,0,0,,0,76,70,0,1,5,56,19,1
SUWANNEE MIDDLE SCHOOL,Suwannee,1,1,0,0,0,,1,0,,0,47,35,4,2,6,38,9,0
SUWANNEE OPPORTUNITY SCHOOL,Suwannee,0,0,0,0,0,,0,0,,0,3,2,0,0,1,1,2,0
SUWANNEE PINEVIEW ELEMENTARY,Suwannee,0,0,0,0,0,,0,0,,0,2,1,0,0,1,2,0,0
SUWANNEE PINEVIEW ELEMENTARY,Suwannee,0,0,0,0,0,,0,0,,0,18,11,1,1,5,15,3,0
SUWANNEE RIVERSIDE ELEMENTARY,Suwannee,1,1,0,0,0,,1,0,,0,22,11,2,2,7,18,4,0
SUWANNEE SPRINGCREST ELEMENTARY,Suwannee,1,1,0,0,0,,1,0,,0,23,15,2,2,4,17,5,1
TABERNACLE BAPTIST SCHOOLS,Suwannee,0,0,0,0,0,,0,0,,0,2,2,0,0,0,1,1,0
WESTWOOD CHRISTIAN SCHOOL,Suwannee,0,0,0,0,0,,0,0,,0,18,12,2,0,4,15,3,0
BIG BEND TECHNICAL COLLEGE,Taylor,0,0,0,0,0,,0,0,,0,15,14,0,1,0,13,1,1
NEXT GENERATION,Taylor,0,0,0,0,0,,0,0,,0,2,0,1,0,1,1,1,0
POINT OF GRACE CHRISTIAN,Taylor,0,0,0,0,0,,0,0,,0,9,6,0,0,3,7,1,1
STEINHATCHEE SCHOOL,Taylor,0,0,0,0,0,,0,0,,0,2,0,0,1,1,2,0,0
TAYLOR COUNTY ACCELERATED SCHOOL,Taylor,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
TAYLOR COUNTY ELEMENTARY SCHOOL,Taylor,0,0,0,0,0,,0,0,,0,23,9,5,2,7,20,1,2
TAYLOR COUNTY HIGH SCHOOL,Taylor,0,0,0,0,0,,0,0,,0,54,47,3,2,2,40,6,8
TAYLOR COUNTY MIDDLE SCHOOL,Taylor,0,0,0,0,0,,0,0,,0,1,0,0,0,1,0,0,1
TAYLOR COUNTY MIDDLE SCHOOL,Taylor,0,0,0,0,0,,0,0,,0,29,23,3,0,3,20,4,5
TAYLOR COUNTY PRIMARY SCHOOL,Taylor,0,0,0,0,0,,0,0,,0,16,10,3,0,3,11,0,5
LAKE BUTLER ELEMENTARY SCHOOL,Union,0,0,0,0,0,,0,0,,0,48,33,6,3,6,37,11,0
LAKE BUTLER MIDDLE SCHOOL,Union,0,0,0,0,0,,0,0,,0,39,35,1,1,2,27,10,2
UNION COUNTY ADULT HIGH SCHOOL,Union,0,0,0,0,0,,0,0,,0,2,1,0,0,1,2,0,0
UNION COUNTY HIGH SCHOOL,Union,0,0,0,0,0,,0,0,,0,79,60,6,3,10,66,12,1
UNION DISTRICT OFFICE,Union,0,0,0,0,0,,0,0,,0,1,0,0,1,0,1,0,0
ALPHA LEARNING ACADEMY,Volusia,0,0,0,0,0,,0,0,,0,2,0,0,0,2,2,0,0
AMIKIDS VOLUSIA,Volusia,0,0,0,0,0,,0,0,,0,2,1,0,0,1,2,0,0
ATLANTIC HIGH SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,63,50,7,2,4,45,12,6
BEYOND BORDERS CHRISTIAN SCHOOL INC,Volusia,0,0,0,0,0,,0,0,,0,9,6,0,1,2,1,8,0
BLAKE CHRISTIAN ACADEMY,Volusia,0,0,0,0,0,,0,0,,0,4,1,2,0,1,3,0,1
BLUE JAY ACADEMY,Volusia,0,0,0,0,0,,0,0,,0,7,4,2,0,1,6,1,0
COVID-19: summary of cases associated with primary and secondary schools,,,,,,,,,,,,,,,,,,,
"Data from September 6, 2020 to May 22, 2021 as of May 28, 2021",,,,,,,,,,,,,,,,,,,
Data in this report are provisional and subject to change.,,,,,,,,,,,,,,,,,,,
,,,,Previous Week (May 16 - May 22),,,,,,,,,,Cumulative (Sep 6 - May 22),,,,,
,,"Total
cases",,Role,,,,Symptoms,,,,"Total
cases",,Role,,,,Symptoms,
School,County,,Students,Teachers,Staff,Unknown,,Yes,No,,Unknown,,Students,Teachers,Staff,Unknown,Yes,No,Unknown
BLUE JAY ACADEMY WEST VOLUSIA,Volusia,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
BLUE LAKE ELEMENTARY SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,15,14,1,0,0,7,7,1
BREATH OF LIFE CHURCH AND ACADEMY-BOLCA,Volusia,0,0,0,0,0,,0,0,,0,2,2,0,0,0,1,1,0
BURNS SCIENCE AND TECHNOLOGY CHARTER SCHOOL,Volusia,5,5,0,0,0,,4,0,,1,24,22,1,0,1,16,4,4
CALVARY CHRISTIAN ACADEMY,Volusia,0,0,0,0,0,,0,0,,0,25,23,1,1,0,18,3,4
CAMPBELL MIDDLE SCHOOL,Volusia,3,2,0,0,1,,1,2,,0,23,19,1,1,2,16,5,2
CASA MONTESSORI,Volusia,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
CENTRAL FLORIDA PREPARATORY ACADEMY,Volusia,0,0,0,0,0,,0,0,,0,1,1,0,0,0,0,1,0
CHAMPION ELEMENTARY SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,14,8,4,1,1,11,3,0
CHISHOLM ELEMENTARY SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,15,11,2,0,2,10,5,0
CITRUS GROVE ELEMENTARY SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,15,11,1,1,2,7,8,0
CORONADO BEACH ELEMENTARY SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,6,2,1,0,3,4,2,0
CREATIVE PATHWAYS PREPARATORY ACADEMY INC.,Volusia,0,0,0,0,0,,0,0,,0,2,2,0,0,0,1,1,0
CREEKSIDE MIDDLE SCHOOL,Volusia,1,1,0,0,0,,0,0,,1,49,48,0,0,1,35,9,5
CYPRESS CREEK ELEMENTARY SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,26,20,2,0,4,14,11,1
DAVID C. HINSON SR. MIDDLE SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,32,26,3,1,2,27,4,1
DAYTONA BEACH CHRISTIAN ACADEMY,Volusia,0,0,0,0,0,,0,0,,0,6,5,0,0,1,4,2,0
DEBARY ELEMENTARY SCHOOL,Volusia,1,1,0,0,0,,1,0,,0,28,22,3,0,3,17,8,3
DELAND HIGH SCHOOL,Volusia,3,3,0,0,0,,2,0,,1,110,98,4,4,4,78,16,16
DELAND MIDDLE SCHOOL,Volusia,2,2,0,0,0,,0,2,,0,38,30,5,0,3,29,7,2
DELTONA ADVENTIST SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,2,2,0,0,0,0,1,1
DELTONA CHRISTIAN SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,12,7,0,0,5,11,0,1
DELTONA HIGH SCHOOL,Volusia,1,1,0,0,0,,1,0,,0,61,54,2,2,3,47,10,4
DELTONA LAKES ELEMENTARY SCHOOL,Volusia,1,1,0,0,0,,0,0,,1,24,16,4,1,3,9,10,5
DELTONA MIDDLE SCHOOL,Volusia,1,1,0,0,0,,1,0,,0,35,30,0,3,2,22,9,4
DISCOVERY DAYS INSTITUTE OF LEARNING,Volusia,0,0,0,0,0,,0,0,,0,2,2,0,0,0,2,0,0
DISCOVERY ELEMENTARY SCHOOL,Volusia,1,1,0,0,0,,0,1,,0,9,5,3,0,1,8,1,0
DME SPORTS ACADEMY,Volusia,0,0,0,0,0,,0,0,,0,13,11,0,0,2,6,3,4
"EASTER SEALS CHILD DEVELOPMENT CENTER, DAYTONA BEA",Volusia,0,0,0,0,0,,0,0,,0,3,1,0,1,1,2,1,0
EDGEWATER PUBLIC SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,13,11,1,1,0,9,4,0
EDITH I. STARKE ELEMENTARY SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,8,4,2,1,1,5,2,1
ENTERPRISE ELEMENTARY SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,15,13,1,1,0,9,6,0
FATHER LOPEZ HIGH SCHOOL,Volusia,1,1,0,0,0,,1,0,,0,31,26,2,1,2,27,2,2
FOREST LAKE ELEMENTARY SCHOOL,Volusia,1,1,0,0,0,,0,1,,0,20,15,1,4,0,13,5,2
FREEDOM ELEMENTARY SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,24,17,2,0,5,12,9,3
FRIENDSHIP ELEMENTARY SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,9,3,2,0,4,8,0,1
GALAXY MIDDLE SCHOOL,Volusia,2,2,0,0,0,,1,0,,1,40,34,5,1,0,33,6,1
GEORGE W. MARKS ELEMENTARY SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,8,5,1,0,2,5,0,3
GOOD SHEPHERD ACADEMY,Volusia,0,0,0,0,0,,0,0,,0,7,4,2,0,1,7,0,0
HALIFAX ACADEMY,Volusia,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
HERITAGE MIDDLE SCHOOL,Volusia,1,1,0,0,0,,1,0,,0,29,24,2,1,2,19,8,2
HIGHBANKS LEARNING CENTER,Volusia,0,0,0,0,0,,0,0,,0,2,1,0,1,0,0,2,0
HOLLY HILL SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,32,21,5,3,3,23,8,1
HORIZON ELEMENTARY SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,24,17,4,2,1,14,7,3
INDIAN RIVER ELEMENTARY SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,18,10,2,0,6,12,4,2
COVID-19: summary of cases associated with primary and secondary schools,,,,,,,,,,,,,,,,,,,
"Data from September 6, 2020 to May 22, 2021 as of May 28, 2021",,,,,,,,,,,,,,,,,,,
Data in this report are provisional and subject to change.,,,,,,,,,,,,,,,,,,,
,,,,Previous Week (May 16 - May 22),,,,,,,,,,Cumulative (Sep 6 - May 22),,,,,
,,"Total
cases",,Role,,,,Symptoms,,,,"Total
cases",,Role,,,,Symptoms,
School,County,,Students,Teachers,Staff,Unknown,,Yes,No,,Unknown,,Students,Teachers,Staff,Unknown,Yes,No,Unknown
INDIGO CHRISTIAN JR. ACADEMY,Volusia,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
IVY HAWN CHARTER SCHOOL OF THE ARTS,Volusia,0,0,0,0,0,,0,0,,0,49,42,2,1,4,33,11,5
LEGACY SCHOLARS ACADEMY,Volusia,0,0,0,0,0,,0,0,,0,25,19,0,6,0,14,9,2
LIVING FAITH ACADEMY,Volusia,0,0,0,0,0,,0,0,,0,10,10,0,0,0,7,2,1
LOUISE S. MCINNIS ELEMENTARY SCHOOL,Volusia,1,0,1,0,0,,1,0,,0,17,11,5,0,1,14,3,0
MAINLAND HIGH SCHOOL,Volusia,1,1,0,0,0,,1,0,,0,61,54,5,2,0,41,12,8
MAINLAND HIGHSCHOOL,Volusia,0,0,0,0,0,,0,0,,0,1,0,0,0,1,1,0,0
MANATEE COVE ELEMENTARY SCHOOL,Volusia,1,0,1,0,0,,0,1,,0,14,8,5,1,0,8,4,2
MONARCH ACADEMY,Volusia,0,0,0,0,0,,0,0,,0,4,1,1,1,1,3,0,1
MT. CALVARY ACADEMY,Volusia,0,0,0,0,0,,0,0,,0,1,1,0,0,0,0,1,0
NEW SMYRNA BEACH HIGH SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,100,90,6,1,3,76,14,10
NEW SMYRNA BEACH MIDDLE SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,41,30,4,4,3,30,6,5
ORANGE CITY ELEMENTARY SCHOOL,Volusia,1,1,0,0,0,,0,1,,0,10,10,0,0,0,3,4,3
ORMOND BEACH ELEMENTARY SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,6,4,2,0,0,4,2,0
ORMOND BEACH MIDDLE SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,29,25,3,1,0,19,7,3
ORTONA ELEMENTARY SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,10,9,1,0,0,3,6,1
OSCEOLA ELEMENTARY SCHOOL,Volusia,1,1,0,0,0,,1,0,,0,9,7,0,0,2,7,2,0
OSTEEN ELEMENTARY SCHOOL,Volusia,1,1,0,0,0,,1,0,,0,17,13,3,1,0,10,5,2
OUR LADY OF LOURDES CATHOLIC SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,8,6,1,1,0,8,0,0
PACE CENTER FOR GIRLS,Volusia,0,0,0,0,0,,0,0,,0,2,2,0,0,0,2,0,0
PALM TERRACE ELEMENTARY SCHOOL,Volusia,1,0,0,0,1,,1,0,,0,12,6,2,1,3,11,1,0
PATHWAYS ELEMENTARY SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,14,12,1,1,0,10,2,2
PIERSON ELEMENTARY SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,11,8,1,1,1,7,4,0
PINE RIDGE HIGH SCHOOL,Volusia,1,1,0,0,0,,1,0,,0,86,71,5,4,6,68,13,5
PINE TRAIL ELEMENTARY SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,17,13,0,2,2,11,3,3
PORT ORANGE ELEMENTARY SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,4,3,0,1,0,2,2,0
PRIDE ELEMENTARY SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,25,19,3,2,1,16,8,1
R. J. LONGSTREET ELEMENTARY SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,6,4,0,1,1,4,2,0
READ-PATTILLO ELEMENTARY SCHOOL,Volusia,2,1,0,1,0,,1,1,,0,8,5,2,1,0,5,3,0
REIGN HOMESCHOOLING ACADEMY,Volusia,0,0,0,0,0,,0,0,,0,10,8,2,0,0,4,5,1
RICHARD MILBURN ACADEMY,Volusia,1,1,0,0,0,,1,0,,0,8,8,0,0,0,5,0,3
RIVER SPRINGS MIDDLE SCHOOL,Volusia,1,1,0,0,0,,0,1,,0,59,53,5,1,0,38,13,8
RIVERBEND ACADEMY,Volusia,0,0,0,0,0,,0,0,,0,10,8,0,0,2,9,1,0
RIVERVIEW LEARNING CENTER,Volusia,0,0,0,0,0,,0,0,,0,2,1,1,0,0,2,0,0
SACRED HEART,Volusia,0,0,0,0,0,,0,0,,0,12,10,0,0,2,7,2,3
SAINT BARNABAS EPISCOPAL SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,20,15,3,1,1,12,5,3
SAINT BRENDAN CATHOLIC SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,18,14,1,1,2,16,0,2
SAINT PAUL CATHOLIC SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,4,2,1,0,1,2,2,0
SAINT PETERS CATHOLIC SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,5,5,0,0,0,3,0,2
SAMSULA ACADEMY,Volusia,0,0,0,0,0,,0,0,,0,12,9,3,0,0,7,4,1
SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,1,0,0,0,1,1,0,0
SEABREEZE HIGH SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,82,70,4,4,4,65,8,9
SILVER SANDS MIDDLE SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,49,45,1,2,1,39,6,4
SOUTH DAYTONA ELEMENTARY SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,17,15,0,0,2,10,7,0
SOUTHWESTERN MIDDLE SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,37,34,1,0,2,25,8,4
COVID-19: summary of cases associated with primary and secondary schools,,,,,,,,,,,,,,,,,,,
"Data from September 6, 2020 to May 22, 2021 as of May 28, 2021",,,,,,,,,,,,,,,,,,,
Data in this report are provisional and subject to change.,,,,,,,,,,,,,,,,,,,
,,,,Previous Week (May 16 - May 22),,,,,,,,,,Cumulative (Sep 6 - May 22),,,,,
,,"Total
cases",,Role,,,,Symptoms,,,,"Total
cases",,Role,,,,Symptoms,
School,County,,Students,Teachers,Staff,Unknown,,Yes,No,,Unknown,,Students,Teachers,Staff,Unknown,Yes,No,Unknown
SPACE COAST CHRISTIAN ACADEMY,Volusia,0,0,0,0,0,,0,0,,0,1,0,0,1,0,1,0,0
SPIRIT ELEMENTARY SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,18,14,1,0,3,14,2,2
SPRUCE CREEK ELEMENTARY SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,31,25,3,2,1,29,2,0
SPRUCE CREEK HIGH SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
SPRUCE CREEK HIGH SCHOOL,Volusia,2,2,0,0,0,,0,1,,1,119,106,6,2,5,87,20,12
STETSON BAPTIST CHRISTIAN SCHOOL,Volusia,0,0,0,0,0,,0,0,,0,10,8,1,1,0,8,2,0
